id,beneficiary-name,date,direction,amount,description,currency,mcc,kind,label
31560846,Wolt,2/11/2021,d,24.30,Food delivery,USD,5811.0,pmt,39
64880870,PersonalLoans,2/11/2021,d,9.90,Charge pay,USD,,fee,74
26174855,Hulu,2/12/2021,d,10.50,Netflix subscription,USD,,pmt,21
48519516,Glovo,2/12/2021,d,19.20,Food delivery,USD,5811.0,pmt,39
87499780,Swimming pool Activa,2/12/2021,d,15.20,Table tennis 2 hrs,USD,5655.0,pmt,50
47105503,Book depository,2/13/2021,d,15.80,Book,USD,,pmt,20
89554504,Swimming school,2/13/2021,d,20.40,Membership,USD,,pmt,71
16265468,Generali ado,2/14/2021,d,789.40,Kasko insurance,USD,6381.0,pmt,2
76677421,National Geographic,2/14/2021,d,4.50,National Geographic,USD,5192.0,pmt,23
27776411,Generali,2/14/2021,d,45.50,Extended health insurance,USD,,pmt,48
24380867,Pet hotel Happy Dog,2/14/2021,d,100.50,Monthly stay,USD,5995.0,pmt,83
50487794,Glovo,2/16/2021,d,23.00,Food delivery,USD,5811.0,pmt,39
32192649,Glovo,2/16/2021,d,26.20,Food delivery,USD,5811.0,pmt,39
11008302,Red Cross,2/16/2021,d,52.10,Charity,USD,,pmt,41
25577580,Book depository,2/17/2021,d,14.70,Amazon Kindle subscription,USD,,pmt,20
65079418,Glovo,2/17/2021,d,17.10,Food delivery,USD,5811.0,pmt,39
89924962,Wolt,2/18/2021,d,28.50,Food delivery,USD,5811.0,pmt,39
17281392,Wolt,2/18/2021,d,43.60,Food delivery,USD,5811.0,pmt,39
25814966,Amazon,2/18/2021,d,20.60,Science fiction,USD,5192.0,pmt,88
12863727,A1 Telecom,2/20/2021,d,29.30,Internet bill,USD,,pmt,10
81491994,Lidl,2/20/2021,d,37.30,Supermaket shopping,USD,5499.0,pmt,38
58838367,Delhaize,2/20/2021,d,31.60,Supermaket shopping,USD,5499.0,pmt,38
37734533,Glovo,2/20/2021,d,46.70,Food delivery,USD,5811.0,pmt,39
16932601,Medilife,2/20/2021,d,42.80,General Practitioner,USD,8011.0,pmt,45
69165310,R-Pharm,2/20/2021,d,37.30,Medicine,USD,5912.0,pmt,49
27088707,Claire Stevens,2/20/2021,c,300.80,Monthly rent,USD,,dep,64
70261366,Orange,2/21/2021,d,5.00,Phone bill,USD,,pmt,9
52466008,Wolt,2/21/2021,d,49.90,Food delivery,USD,5811.0,pmt,39
31795569,Generali,2/21/2021,d,45.90,Extended health insurance,USD,,pmt,48
49895939,Claire Stevens,2/21/2021,c,301.00,Monthly rent,USD,,dep,64
36443001,,2/22/2021,d,261.30,ATM withdrawal,USD,,wdw,0
23640269,Electro distribution,2/22/2021,d,77.90,Utilities payment,USD,,pmt,13
89936274,Bank of America,2/22/2021,d,4.70,Revolut Silver subscription,USD,,fee,26
74868229,Office365,2/22/2021,d,10.60,Games,USD,5045.0,pmt,90
18122741,City parkings,2/23/2021,d,2.00,Parking fee,USD,7523.0,pmt,5
38261701,Bank of America,2/23/2021,d,3.20,Online banking fee,USD,,fee,26
63809101,Delhaize,2/23/2021,d,30.40,Supermaket shopping,USD,5499.0,pmt,38
35545492,Wolt,2/23/2021,d,24.50,Food delivery,USD,5811.0,pmt,39
79633437,Wolt,2/23/2021,d,34.70,Food delivery,USD,5811.0,pmt,39
78153934,Gerber Products Company,2/23/2021,d,78.00,Baby wardrobe,USD,,pmt,68
85979197,UniCredit Leasing,2/24/2021,d,450.00,Financial leasing,USD,7394.0,pmt,3
74014301,Raiffeisen Leasing,2/24/2021,d,450.00,Financial leasing,USD,7394.0,pmt,3
64156976,Revolut,2/24/2021,d,4.30,ATM withdrawal fee,USD,,fee,25
78768783,Wolt,2/24/2021,d,24.80,Food delivery,USD,5811.0,pmt,39
40328813,Glovo,2/24/2021,d,27.60,Food delivery,USD,5811.0,pmt,39
63017868,Glovo,2/24/2021,d,19.40,Food delivery,USD,5811.0,pmt,39
18912877,Lidl,2/24/2021,d,89.50,Supermaket shopping,USD,5200.0,pmt,56
35750091,Karate club,2/24/2021,d,24.90,Club membership,USD,,pmt,71
87379790,Revolut,2/25/2021,d,5.50,ATM withdrawal fee,USD,,fee,25
79522957,Glovo,2/25/2021,d,26.70,Food delivery,USD,5811.0,pmt,39
87703931,Save our kids,2/25/2021,d,43.00,Charity,USD,,pmt,41
63228493,Fit and Fun,2/25/2021,d,21.40,Gym membership,USD,,pmt,47
42356974,Comcast,2/26/2021,d,20.00,Television bill,USD,,pmt,12
53216135,Hulu,2/26/2021,d,10.70,Hulu subscription,USD,,pmt,21
27969440,Swimming pool Activa,2/26/2021,d,10.40,Daily pool ticket,USD,5655.0,pmt,50
69950114,Jill,2/26/2021,d,39.90,Allowance,USD,,pmt,67
46043457,Swimming school,2/26/2021,d,24.00,Club membership,USD,,pmt,71
77541439,Glovo,2/27/2021,d,44.40,Food delivery,USD,5811.0,pmt,39
28962498,Glovo,2/27/2021,d,32.40,Food delivery,USD,5811.0,pmt,39
67126878,Glovo,2/27/2021,d,43.90,Food delivery,USD,5811.0,pmt,39
11951369,Serenity Wellnes,2/27/2021,d,25.40,Spa treatment,USD,8050.0,pmt,82
49426791,Adobe,2/27/2021,d,16.70,Games,USD,5045.0,pmt,90
47798608,City parkings,2/28/2021,d,1.40,Parking fee,USD,7523.0,pmt,5
83696992,Bank of America,2/28/2021,d,6.60,Online banking fee,USD,,fee,26
44582621,Lidl,2/28/2021,d,32.60,Supermaket shopping,USD,5499.0,pmt,38
88732506,Glovo,2/28/2021,d,29.00,Food delivery,USD,5811.0,pmt,39
20694176,Home cleaning service,2/28/2021,d,47.80,Cleaning,USD,,pmt,55
22253331,Faculty of contemporary arts,3/1/2021,d,196.70,Tuition,USD,8299.0,pmt,17
70084400,Amazon,3/1/2021,d,8.00,Amazon Kindle subscription,USD,,pmt,20
22968080,National Geographic,3/1/2021,d,4.20,New York Times,USD,5192.0,pmt,23
16166338,Glovo,3/1/2021,d,34.80,Food delivery,USD,5811.0,pmt,39
40182091,Glovo,3/1/2021,d,30.10,Food delivery,USD,5811.0,pmt,39
46133888,Wolt,3/1/2021,d,36.60,Food delivery,USD,5811.0,pmt,39
54381518,Pet salon Rex,3/1/2021,d,10.00,Grooming,USD,,pmt,85
25128541,MetLife,3/2/2021,d,200.50,Life insurance premium,USD,6300.0,pmt,33
39522352,Josh,3/2/2021,d,42.20,Allowance,USD,,pmt,67
84330116,Sixt GmbH,3/2/2021,d,11.40,Car rent,USD,7519.0,pmt,105
24336861,Heating,3/3/2021,d,95.90,Utilities payment,USD,,pmt,13
39402677,Bank of America,3/3/2021,d,5.40,Revolut Silver subscription,USD,,fee,26
64844805,Lily,3/3/2021,d,38.90,Medicine,USD,5912.0,pmt,49
80465508,Swimming pool Activa,3/3/2021,d,15.60,Table tennis 2 hrs,USD,5655.0,pmt,50
36679148,Home cleaning service,3/3/2021,d,50.40,Cleaning,USD,,pmt,55
48124924,MasterCard,3/3/2021,d,57.40,Pay with Visa,USD,,pmt,100
43572207,Glovo,3/4/2021,d,45.50,Food delivery,USD,5811.0,pmt,39
38852592,Fit and Fun,3/4/2021,d,27.10,Personal trainer,USD,,pmt,47
81106968,Asseco,3/4/2021,c,"2,376.50",Salary,USD,,sal,62
21844448,Earnest,3/4/2021,d,11.50,Charge pay,USD,,fee,74
67876402,Adobe,3/4/2021,d,11.00,TV,USD,5045.0,pmt,90
21951934,Glovo,3/5/2021,d,42.90,Food delivery,USD,5811.0,pmt,39
58058332,Glovo,3/5/2021,d,22.00,Food delivery,USD,5811.0,pmt,39
51397021,Lidl,3/5/2021,d,93.70,Supermaket shopping,USD,5200.0,pmt,56
40847561,Electro distribution,3/6/2021,d,45.80,Utilities payment,USD,,pmt,13
53870822,Apple,3/6/2021,d,15.90,Spotify premium subscription,USD,5733.0,pmt,22
55734581,Wolt,3/6/2021,d,40.60,Food delivery,USD,5811.0,pmt,39
66580403,Glovo,3/6/2021,d,36.80,Food delivery,USD,5811.0,pmt,39
12088253,Hertz,3/6/2021,d,14.50,Taxi,USD,7519.0,pmt,105
11054450,A1 Telecom,3/7/2021,d,5.50,Phone bill,USD,,pmt,9
67952685,A1 Telecom,3/7/2021,d,34.00,Internet bill,USD,,pmt,10
40790136,Delhaize,3/7/2021,d,37.70,Supermaket shopping,USD,5499.0,pmt,38
84003434,Glovo,3/7/2021,d,39.30,Food delivery,USD,5811.0,pmt,39
43248167,Pet shop,3/7/2021,d,23.80,Shopping,USD,5995.0,pmt,84
36137786,Spotify,3/8/2021,d,15.60,Apple music subscription,USD,5733.0,pmt,22
30467833,Wolt,3/8/2021,d,37.50,Food delivery,USD,5811.0,pmt,39
86175280,Earnest,3/8/2021,d,6.70,Charge pay,USD,,fee,74
42122897,A1 Telecom,3/9/2021,d,20.50,Mobile phone bill,USD,,pmt,11
19536279,Electro distribution,3/9/2021,d,66.10,Utilities payment,USD,,pmt,13
76087191,Delhaize,3/9/2021,d,37.90,Supermaket shopping,USD,5499.0,pmt,38
42247740,Pet salon Rex,3/9/2021,d,10.50,Grooming,USD,,pmt,85
58741126,Bank of America,3/10/2021,d,5.70,ATM withdrawal fee,USD,,fee,25
32663461,Wolt,3/10/2021,d,22.50,Food delivery,USD,5811.0,pmt,39
80679455,PersonalLoans,3/10/2021,d,12.50,Charge pay,USD,,fee,74
63717018,Protetcta,3/11/2021,d,29.40,Doctor's appointment,USD,8011.0,pmt,44
62809479,Glovo,3/12/2021,d,22.80,Food delivery,USD,5811.0,pmt,39
73499286,Lidl,3/13/2021,d,30.20,Supermaket shopping,USD,5499.0,pmt,38
29382356,Lidl,3/13/2021,d,34.90,Supermaket shopping,USD,5499.0,pmt,38
56765457,A1 Telecom,3/14/2021,d,18.60,Mobile phone bill,USD,,pmt,11
59482560,Delhaize,3/14/2021,d,30.30,Supermaket shopping,USD,5499.0,pmt,38
16317033,Glovo,3/14/2021,d,31.20,Food delivery,USD,5811.0,pmt,39
85705641,Lending Club,3/14/2021,d,70.40,Loan Payment,USD,,pmt,77
30790257,Wolt,3/15/2021,d,18.40,Food delivery,USD,5811.0,pmt,39
62686611,Wolt,3/15/2021,d,19.90,Food delivery,USD,5811.0,pmt,39
76617746,Asseco,3/15/2021,c,"2,457.20",Salary,USD,,sal,62
62678590,City parkings,3/16/2021,d,2.70,Parking fee,USD,7523.0,pmt,5
69109474,Heating,3/16/2021,d,34.00,Utilities payment,USD,,pmt,13
18237211,Hulu,3/16/2021,d,9.50,Netflix subscription,USD,,pmt,21
36303640,Lidl,3/16/2021,d,40.00,Supermaket shopping,USD,5499.0,pmt,38
76988613,Glovo,3/16/2021,d,44.00,Food delivery,USD,5811.0,pmt,39
39222365,Faculty of contemporary arts,3/17/2021,d,155.10,Tuition,USD,8299.0,pmt,17
85609414,Adobe,3/17/2021,d,19.50,Games,USD,5045.0,pmt,90
25121097,,3/18/2021,d,127.80,ATM withdrawal,USD,,wdw,0
56824971,T-Mobile,3/18/2021,d,13.20,Mobile phone bill,USD,,pmt,11
60446112,National Geographic,3/18/2021,d,5.50,New York Times,USD,5192.0,pmt,23
10700110,Delhaize,3/18/2021,d,39.80,Supermaket shopping,USD,5499.0,pmt,38
26402275,Raiffeisen Leasing,3/19/2021,d,451.00,Financial leasing,USD,7394.0,pmt,3
35873729,MetLife,3/19/2021,d,200.80,Life insurance premium,USD,6300.0,pmt,33
31677312,Lidl,3/19/2021,d,33.50,Supermaket shopping,USD,5499.0,pmt,38
59715866,Glovo,3/19/2021,d,39.10,Food delivery,USD,5811.0,pmt,39
87903961,Fit and Fun,3/19/2021,d,25.60,Gym membership,USD,,pmt,47
87777270,R-Pharm,3/19/2021,d,39.80,Medicine,USD,5912.0,pmt,49
64853660,Visa,3/19/2021,d,83.20,Pay with Mastercard,USD,,pmt,100
47454144,Hertz,3/19/2021,d,15.60,Taxi,USD,7519.0,pmt,105
73621891,Glovo,3/20/2021,d,29.30,Food delivery,USD,5811.0,pmt,39
10566088,UniCredit Leasing,3/21/2021,d,450.00,Financial leasing,USD,7394.0,pmt,3
49931536,A1 Telecom,3/21/2021,d,14.20,Mobile phone bill,USD,,pmt,11
35938062,Bank of America,3/21/2021,d,4.80,Online banking fee,USD,,fee,26
34881422,Glovo,3/21/2021,d,36.90,Food delivery,USD,5811.0,pmt,39
43061695,Wolt,3/21/2021,d,47.20,Food delivery,USD,5811.0,pmt,39
45251421,Serenity Wellnes,3/21/2021,d,20.60,Spa treatment,USD,8050.0,pmt,82
55815716,New York Times,3/22/2021,d,3.70,National Geographic,USD,5192.0,pmt,23
17871871,Delhaize,3/22/2021,d,34.00,Supermaket shopping,USD,5499.0,pmt,38
87414176,Lidl,3/22/2021,d,31.60,Supermaket shopping,USD,5499.0,pmt,38
71881460,Glovo,3/22/2021,d,21.80,Food delivery,USD,5811.0,pmt,39
79643904,Pet store,3/22/2021,d,24.40,Shopping,USD,5995.0,pmt,84
56555459,R-Pharm,3/23/2021,d,30.70,Medicine,USD,5912.0,pmt,49
65192788,Serenity Wellnes,3/23/2021,d,20.90,Massage,USD,8050.0,pmt,82
65422095,Orange,3/24/2021,d,21.90,Internet bill,USD,,pmt,10
86366332,Glovo,3/24/2021,d,48.10,Food delivery,USD,5811.0,pmt,39
79283173,Wolt,3/24/2021,d,38.80,Food delivery,USD,5811.0,pmt,39
18570037,Generali,3/24/2021,d,45.60,Extended health insurance,USD,,pmt,48
51517103,Hooters Air,3/24/2021,d,487.30,Ticket pay,USD,,pmt,103
89223418,Revolut,3/25/2021,d,3.40,ATM withdrawal fee,USD,,fee,25
32995890,Glovo,3/25/2021,d,40.10,Food delivery,USD,5811.0,pmt,39
42148328,Amazon,3/26/2021,d,7.60,Book,USD,,pmt,20
27156890,Wolt,3/26/2021,d,41.50,Food delivery,USD,5811.0,pmt,39
84413223,Glovo,3/26/2021,d,17.30,Food delivery,USD,5811.0,pmt,39
75840817,Ikea,3/26/2021,d,45.70,Appliances,USD,5712.0,pmt,53
14191784,Jill,3/26/2021,d,36.20,Allowance,USD,,pmt,67
56345828,A1 Telecom,3/27/2021,d,34.10,Internet bill,USD,,pmt,10
31571587,Delhaize,3/27/2021,d,37.70,Supermaket shopping,USD,5499.0,pmt,38
88965487,Wolt,3/27/2021,d,15.20,Food delivery,USD,5811.0,pmt,39
32462400,Wolt,3/27/2021,d,39.40,Food delivery,USD,5811.0,pmt,39
72626830,Jill,3/27/2021,d,50.10,Allowance,USD,,pmt,67
38483304,Wolt,3/28/2021,d,36.30,Food delivery,USD,5811.0,pmt,39
70473238,Glovo,3/28/2021,d,15.20,Food delivery,USD,5811.0,pmt,39
41169227,Comcast,4/1/2021,d,11.00,Television bill,USD,,pmt,12
62166651,Delhaize,4/1/2021,d,30.90,Supermaket shopping,USD,5499.0,pmt,38
16530178,Lidl,4/1/2021,d,34.30,Supermaket shopping,USD,5499.0,pmt,38
40811501,Glovo,4/1/2021,d,45.30,Food delivery,USD,5811.0,pmt,39
